wordform	normal_form	POS	animacy	aspect	case	gender	involvement	mood	number	person	tense	transitivity	voice
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
мог	мочь	VERB	None	impf	None	masc	None	indc	sing	None	past	intr	None
задумываться	задумываться	INFN	None	impf	None	None	None	None	None	None	None	intr	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
даже	даже	PRCL	None	None	None	None	None	None	None	None	None	None	None
записывать	записывать	INFN	None	impf	None	None	None	None	None	None	None	tran	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
эти	этот	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
страницы	страница	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
о	о	PREP	None	None	None	None	None	None	None	None	None	None	None
каком-то	какой-то	ADJF	None	None	loct	masc	None	None	sing	None	None	None	None
жалком	жалкий	ADJF	None	None	loct	masc	None	None	sing	None	None	None	None
сереньком	серенький	ADJF	None	None	loct	masc	None	None	sing	None	None	None	None
пятнышке	пятнышко	NOUN	inan	None	loct	neut	None	None	sing	None	None	None	None
о	о	PREP	None	None	None	None	None	None	None	None	None	None	None
какой-то	какой-то	ADJF	None	None	datv	femn	None	None	sing	None	None	None	None
кляксе	клякса	NOUN	inan	None	datv	femn	None	None	sing	None	None	None	None
это	это	PRCL	None	None	None	None	None	None	None	None	None	None	None
всё	весь	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
то	то	CONJ	None	None	None	None	None	None	None	None	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
самоё	самый	ADJF	None	None	nomn	neut	None	None	sing	None	None	None	None
размягчение	размягчение	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
поверхности	поверхность	NOUN	inan	None	loct	femn	None	None	sing	None	None	None	None
которая	который	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
должна	должный	ADJS	None	None	None	femn	None	None	sing	None	None	None	None
быть	быть	INFN	None	impf	None	None	None	None	None	None	None	intr	None
алмазно-тверда	алмазный-твёрдый	ADJS	None	None	None	neut	None	None	sing	None	None	None	None
как	как	CONJ	None	None	None	None	None	None	None	None	None	None	None
наши	наш	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
стены	стена	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
древняя	древний	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
поговорка	поговорка	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
как	как	CONJ	None	None	None	None	None	None	None	None	None	None	None
об	о	PREP	None	None	None	None	None	None	None	None	None	None	None
стену	стен	NOUN	inan	None	datv	masc	None	None	sing	None	None	None	None
горох	горох	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
шестнадцать	шестнадцать	NUMR	None	None	nomn	None	None	None	None	None	None	None	None
часов	часы	NOUN	inan	None	gent	None	None	None	plur	None	None	None	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
дополнительную	дополнительный	ADJF	None	None	accs	femn	None	None	sing	None	None	None	None
прогулку	прогулка	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
пошёл	пойти	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
как	как	CONJ	None	None	None	None	None	None	None	None	None	None	None
знать	знать	INFN	None	impf	None	None	None	None	None	None	None	tran	None
быть	быть	INFN	None	impf	None	None	None	None	None	None	None	intr	None
может	мочь	VERB	None	impf	None	None	None	indc	sing	3per	pres	intr	None
ей	она	NPRO	None	None	datv	femn	None	None	sing	3per	None	None	None
вздумается	вздуматься	VERB	None	perf	None	None	None	indc	sing	None	futr	intr	None
именно	именно	PRCL	None	None	None	None	None	None	None	None	None	None	None
сейчас	сейчас	ADVB	None	None	None	None	None	None	None	None	None	None	None
когда	когда	CONJ	None	None	None	None	None	None	None	None	None	None	None
всё	весь	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
звенит	звенеть	VERB	None	impf	None	None	None	indc	sing	3per	pres	intr	None
от	от	PREP	None	None	None	None	None	None	None	None	None	None	None
солнца	солнце	NOUN	inan	None	gent	neut	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
почти	почти	ADVB	None	None	None	None	None	None	None	None	None	None	None
один	один	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
доме	дом	NOUN	inan	None	loct	masc	None	None	sing	None	None	None	None
сквозь	сквозь	PREP	None	None	None	None	None	None	None	None	None	None	None
просолнечённые	просолнеченный	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
стены	стена	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
мне	я	NPRO	None	None	datv	None	None	None	sing	1per	None	None	None
далеко	далеко	ADVB	None	None	None	None	None	None	None	None	None	None	None
видно	видно	CONJ	None	None	None	None	None	None	None	None	None	None	None
вправо	вправо	ADVB	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
влево	влево	ADVB	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
вниз	вниз	ADVB	None	None	None	None	None	None	None	None	None	None	None
повисшие	повиснуть	PRTF	None	perf	nomn	None	None	None	plur	None	past	intr	actv
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
воздухе	воздух	NOUN	inan	None	loct	masc	None	None	sing	None	None	None	None
пустые	пустой	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
зеркально	зеркально	ADVB	None	None	None	None	None	None	None	None	None	None	None
повторяющие	повторять	PRTF	None	impf	nomn	None	None	None	plur	None	pres	tran	actv
одна	один	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
другую	другой	ADJF	None	None	accs	femn	None	None	sing	None	None	None	None
комнаты	комната	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
только	только	PRCL	None	None	None	None	None	None	None	None	None	None	None
по	по	PREP	None	None	None	None	None	None	None	None	None	None	None
голубоватой	голубоватый	ADJF	None	None	gent	femn	None	None	sing	None	None	None	None
чуть	чуть	ADVB	None	None	None	None	None	None	None	None	None	None	None
прочерченной	прочертить	PRTF	None	perf	gent	femn	None	None	sing	None	past	tran	pssv
солнечной	солнечный	ADJF	None	None	gent	femn	None	None	sing	None	None	None	None
тушью	тушь	NOUN	inan	None	ablt	femn	None	None	sing	None	None	None	None
лестнице	лестница	NOUN	inan	None	datv	femn	None	None	sing	None	None	None	None
медленно	медленно	ADVB	None	None	None	None	None	None	None	None	None	None	None
скользит	скользить	VERB	None	impf	None	None	None	indc	sing	3per	pres	intr	None
вверх	вверх	ADVB	None	None	None	None	None	None	None	None	None	None	None
тощая	тощий	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
серая	серый	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
тень	тень	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
вот	вот	PRCL	None	None	None	None	None	None	None	None	None	None	None
уже	уже	ADVB	None	None	None	None	None	None	None	None	None	None	None
слышны	слышный	ADJS	None	None	None	None	None	None	plur	None	None	None	None
шаги	шаг	NOUN	inan	None	nomn	masc	None	None	plur	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
вижу	видеть	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
сквозь	сквозь	PREP	None	None	None	None	None	None	None	None	None	None	None
дверь	дверь	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
чувствую	чувствовать	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
ко	к	PREP	None	None	None	None	None	None	None	None	None	None	None
мне	я	NPRO	None	None	datv	None	None	None	sing	1per	None	None	None
прилеплена	прилепить	PRTS	None	perf	None	femn	None	None	sing	None	past	None	pssv
пластырь-улыбка	пластырь-улыбка	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
затем	затем	ADVB	None	None	None	None	None	None	None	None	None	None	None
мимо	мимо	ADVB	None	None	None	None	None	None	None	None	None	None	None
по	по	PREP	None	None	None	None	None	None	None	None	None	None	None
другой	другой	ADJF	None	None	gent	femn	None	None	sing	None	None	None	None
лестнице	лестница	NOUN	inan	None	datv	femn	None	None	sing	None	None	None	None
вниз	вниз	ADVB	None	None	None	None	None	None	None	None	None	None	None
щёлк	щёлк	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
нумератора	нумератор	NOUN	inan	None	gent	masc	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
весь	весь	ADJF	inan	None	accs	masc	None	None	sing	None	None	None	None
кинулся	кинуться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
узенький	узенький	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
белый	белый	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
прорез	прорез	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
какой-то	какой-то	ADJF	None	None	datv	femn	None	None	sing	None	None	None	None
незнакомый	незнакомый	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
мне	я	NPRO	None	None	datv	None	None	None	sing	1per	None	None	None
мужской	мужской	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
с	с	PREP	None	None	None	None	None	None	None	None	None	None	None
согласной	согласный	ADJF	None	None	gent	femn	None	None	sing	None	None	None	None
буквой	буква	NOUN	inan	None	ablt	femn	None	None	sing	None	None	None	None
нумер	нумереть	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
прогудел	прогудеть	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
хлопнул	хлопнуть	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
лифт	лифт	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
передо	перед	PREP	None	None	None	None	None	None	None	None	None	None	None
мною	я	NPRO	None	None	ablt	None	None	None	sing	1per	None	None	None
небрежно	небрежно	ADVB	None	None	None	None	None	None	None	None	None	None	None
набекрень	набекрень	ADVB	None	None	None	None	None	None	None	None	None	None	None
нахлобученный	нахлобучить	PRTF	None	perf	nomn	masc	None	None	sing	None	past	tran	pssv
лоб	лоб	NOUN	inan	None	accs	masc	None	None	sing	None	None	None	None
а	а	CONJ	None	None	None	None	None	None	None	None	None	None	None
глаза	глаз	NOUN	inan	None	gent	masc	None	None	sing	None	None	None	None
очень	очень	ADVB	None	None	None	None	None	None	None	None	None	None	None
странное	странный	ADJF	None	None	nomn	neut	None	None	sing	None	None	None	None
впечатление	впечатление	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
